ID,Title,Product/Workload,Status,Release phase,Targeted dates,Cloud instance,Short description,Official Roadmap link
498159,Global,,,Platform,,"New or updated In development (1) Rolling out (0) Launched (0) ID: 498159 Sort by Rollout Start: Newest to oldest Microsoft Teams: Chat Notes Microsoft Teams IN DEVELOPMENT ROLLOUT START September 2025 A new collaborative space is now available directly from your Teams chat, enabling real-time collaboration, organization of key information, and streamlined communications. Chat notes is available in 1:1 and group chat, and is accessible only to the chat members. Add images, format text, share Loop components, and mention chat members when you require their attention. Roadmap ID 498159 Cloud instances(s) Worldwide (Standard Multi-Tenant) Platform(s) Desktop Release phases(s) General Availability, Preview Added to roadmap: 08/05/2025 / Last modified: 08/05/2025 SHARE Additional Resources Microsoft Security Learn about the latest Microsoft Security solutions. Learn more Azure updates Learn about important Azure product updates, roadmap, and announcements. Learn more Dynamics 365 and Microsoft Power Platform See what will be available in the next wave of product updates. Learn more Microsoft documentation In-depth articles on Microsoft developer tools and technologies. Learn more Microsoft 365 Blog Get the latest Microsoft 365 news. Learn more Microsoft Learn Select a learning path or module to continue your Microsoft 365 readiness journey. Learn more Follow Microsoft 365 What's new Surface Pro Surface Laptop Surface Laptop Studio 2 Copilot for organizations Copilot for personal use AI in Windows Explore Microsoft products Windows 11 apps Microsoft Store Account profile Download Center Microsoft Store support Returns Order tracking Certified Refurbished Microsoft Store Promise Flexible Payments Education Microsoft in education Devices for education Microsoft Teams for Education Microsoft 365 Education How to buy for your school Educator training and development Deals for students and parents AI for education Business Microsoft Cloud Microsoft Security Dynamics 365 Microsoft 365 Microsoft Power Platform Microsoft Teams Microsoft 365 Copilot Small Business Developer & IT Azure Microsoft Developer Microsoft Learn Support for AI marketplace apps Microsoft Tech Community Azure Marketplace AppSource Visual Studio Company Careers About Microsoft Company news Privacy at Microsoft Investors Diversity and inclusion Accessibility Sustainability English (United States) Your Privacy Choices Consumer Health Privacy Sitemap Contact Microsoft Privacy Terms of use Trademarks Safety & eco Recycling About our ads © Microsoft 2025 Feedback",,https://www.microsoft.com/en-us/microsoft-365/roadmap?id=498159
499430,Global,,,Platform,,"New or updated In development (1) Rolling out (0) Launched (0) ID: 499430 Sort by Rollout Start: Newest to oldest Microsoft Edge: Tab Groups – Auto-Save and Easy Revisit Microsoft Edge IN DEVELOPMENT ROLLOUT START September 2025 Microsoft Edge now automatically saves tab groups, making it easier than ever for users to pick up where they left off. Organized tab groups are preserved and ready to revisit anytime, whether a user is switching tasks or restarting the browser. Admins can control the availability of the feature using the “SyncTypesListDisabled” policy with the “openTabs” data type. Roadmap ID 499430 Cloud instances(s) Worldwide (Standard Multi-Tenant) Platform(s) Web Release phases(s) General Availability Added to roadmap: 07/31/2025 / Last modified: 07/31/2025 SHARE Additional Resources Microsoft Security Learn about the latest Microsoft Security solutions. Learn more Azure updates Learn about important Azure product updates, roadmap, and announcements. Learn more Dynamics 365 and Microsoft Power Platform See what will be available in the next wave of product updates. Learn more Microsoft documentation In-depth articles on Microsoft developer tools and technologies. Learn more Microsoft 365 Blog Get the latest Microsoft 365 news. Learn more Microsoft Learn Select a learning path or module to continue your Microsoft 365 readiness journey. Learn more Follow Microsoft 365 What's new Surface Pro Surface Laptop Surface Laptop Studio 2 Copilot for organizations Copilot for personal use AI in Windows Explore Microsoft products Windows 11 apps Microsoft Store Account profile Download Center Microsoft Store support Returns Order tracking Certified Refurbished Microsoft Store Promise Flexible Payments Education Microsoft in education Devices for education Microsoft Teams for Education Microsoft 365 Education How to buy for your school Educator training and development Deals for students and parents AI for education Business Microsoft Cloud Microsoft Security Dynamics 365 Microsoft 365 Microsoft Power Platform Microsoft Teams Microsoft 365 Copilot Small Business Developer & IT Azure Microsoft Developer Microsoft Learn Support for AI marketplace apps Microsoft Tech Community Azure Marketplace AppSource Visual Studio Company Careers About Microsoft Company news Privacy at Microsoft Investors Diversity and inclusion Accessibility Sustainability English (United States) Your Privacy Choices Consumer Health Privacy Sitemap Contact Microsoft Privacy Terms of use Trademarks Safety & eco Recycling About our ads © Microsoft 2025 Feedback",,https://www.microsoft.com/en-us/microsoft-365/roadmap?id=499430
